id,user_id,diag_student_id,created_date,self_efficacy,math_self_efficacy,in_goal_Orientation,out_goal_Orientation,learning_readiness,learning_ability,parent_communication,test_anxiety,math_anxiety,academy_relies
1285,119.0,1521,2018-04-02,18,18,10,9,20,42,30,18,8,15
1286,79.0,1520,2018-04-02,21,20,11,7,17,36,19,25,15,15
1287,79.0,1523,2018-04-02,27,22,11,7,22,55,35,16,4,17
1288,79.0,1524,2018-04-02,27,25,14,11,29,60,38,9,1,6
1289,79.0,1522,2018-04-02,19,19,12,10,24,54,37,18,10,10
1290,79.0,1525,2018-04-03,24,23,11,5,17,43,32,20,5,13
1291,168.0,1526,2018-04-03,22,21,7,0,16,44,31,12,8,1
1292,79.0,1527,2018-04-04,25,20,10,2,18,43,30,8,4,6
1293,79.0,1528,2018-04-04,18,21,14,10,25,39,27,25,7,21
1294,79.0,1532,2018-04-07,18,19,8,11,17,42,26,21,3,20
1295,79.0,1534,2018-04-10,16,12,11,14,20,37,13,18,18,22
1296,79.0,1535,2018-04-11,20,18,10,5,19,41,30,14,4,13
1297,119.0,1536,2018-04-11,22,24,13,5,18,40,29,18,4,12
1298,119.0,1537,2018-04-13,9,3,4,13,11,19,9,30,24,6
1299,79.0,1538,2018-04-16,20,25,15,7,24,48,34,9,0,9
1300,224.0,1541,2018-04-20,20,17,13,3,21,42,19,9,5,4
1301,125.0,1539,2018-04-20,20,17,8,5,15,40,39,10,10,13
1302,125.0,1540,2018-04-20,24,23,11,13,24,50,40,28,3,26
1303,224.0,1542,2018-04-23,23,23,11,10,25,48,28,15,4,20
1304,224.0,1545,2018-04-28,19,16,8,6,19,41,23,24,6,17
1305,224.0,1546,2018-04-28,15,17,10,5,17,40,26,25,10,14
1306,130.0,1550,2018-05-01,13,12,8,5,12,34,31,31,11,8
1307,79.0,1551,2018-05-01,19,15,11,4,14,43,25,43,17,22
1308,224.0,1552,2018-05-03,4,2,3,9,10,15,22,19,11,5
1309,79.0,1553,2018-05-07,15,15,10,6,19,47,33,16,9,7
1310,79.0,1555,2018-05-07,23,24,12,7,25,46,22,19,5,23
1311,224.0,1557,2018-05-08,7,10,9,5,14,27,24,32,22,17
1312,79.0,1556,2018-05-08,18,16,14,10,19,42,28,16,8,6
1313,79.0,1558,2018-05-08,26,24,14,6,28,56,40,12,0,6
1314,168.0,1559,2018-05-08,18,13,8,4,14,43,11,12,10,3
1315,224.0,1560,2018-05-09,17,13,5,5,14,31,29,15,16,12
1316,0.0,1561,2018-05-09,18,18,13,6,19,37,27,17,10,9
1317,130.0,1562,2018-05-10,17,15,7,8,18,41,29,20,11,14
1318,168.0,1567,2018-05-15,20,22,10,5,21,56,39,17,7,16
1319,168.0,1570,2018-05-19,21,18,10,8,20,45,27,20,9,15
1320,224.0,1571,2018-05-21,24,22,12,4,23,52,35,24,8,13
1321,79.0,1572,2018-05-22,9,6,5,5,8,33,31,34,18,20
1322,130.0,1573,2018-05-23,15,14,8,5,14,40,23,29,15,11
1323,130.0,1574,2018-05-26,18,17,10,3,19,42,37,12,8,6
1324,240.0,1171,2018-05-28,21,18,12,3,18,37,29,12,9,13
1325,80.0,1579,2018-05-30,22,16,9,7,20,41,35,14,8,12
1326,168.0,1582,2018-05-31,15,11,9,7,18,39,26,30,13,15
1327,80.0,1580,2018-05-31,16,14,10,9,19,41,31,27,13,19
1328,130.0,1585,2018-06-02,11,9,6,8,11,31,25,22,14,14
1329,130.0,1586,2018-06-02,23,18,12,7,17,48,36,13,0,17
1330,119.0,1588,2018-06-04,14,12,8,6,17,30,16,28,14,12
1331,240.0,1589,2018-06-04,27,26,14,7,27,65,42,7,1,3
1332,238.0,1590,2018-06-05,23,18,13,8,25,47,38,16,9,3
1333,238.0,1590,2018-06-05,9,6,9,5,17,26,38,24,22,17
1334,184.0,1590,2018-06-05,15,13,11,6,18,33,32,24,11,11
1335,130.0,1591,2018-06-05,17,13,9,7,17,37,20,25,12,19
1336,0.0,1581,2018-06-07,16,17,9,4,14,37,25,20,10,12
1337,240.0,1598,2018-06-12,22,15,11,5,16,39,39,27,13,15
1338,130.0,1599,2018-06-13,17,14,6,12,11,37,25,27,15,11
1339,119.0,1600,2018-06-14,19,22,15,5,21,48,30,9,3,17
1340,130.0,1602,2018-06-16,13,14,8,5,14,30,17,20,11,10
1341,80.0,1604,2018-06-20,22,17,13,2,18,30,14,18,4,0
1342,252.0,1612,2018-06-22,15,10,6,10,15,35,39,31,14,4
1343,252.0,1614,2018-06-22,22,24,13,11,22,46,26,21,9,15
1344,252.0,1613,2018-06-22,19,21,9,9,20,39,34,21,13,12
1345,252.0,1615,2018-06-22,21,19,12,3,22,47,32,15,8,6
1346,252.0,1616,2018-06-22,12,25,12,5,22,47,35,32,7,20
1347,252.0,1618,2018-06-22,21,20,12,11,20,50,19,22,0,24
1348,252.0,1617,2018-06-22,22,22,11,8,23,50,35,16,5,12
1349,240.0,1623,2018-06-27,18,16,7,6,16,35,20,15,8,19
1350,130.0,1627,2018-06-28,11,13,6,6,16,32,21,21,16,16
1351,119.0,1628,2018-06-29,5,11,6,10,16,22,25,34,17,16
1352,238.0,1629,2018-06-29,19,15,5,10,16,31,29,10,11,15
1353,224.0,1630,2018-06-30,18,15,10,10,18,41,28,17,10,18
1354,224.0,1631,2018-07-02,19,18,11,1,17,40,8,17,8,19
1355,168.0,1642,2018-07-04,24,25,14,9,29,62,39,8,0,4
1356,240.0,1644,2018-07-05,20,16,15,0,29,50,34,11,0,14
1357,119.0,1646,2018-07-06,23,19,9,5,20,43,30,9,5,11
1358,79.0,1647,2018-07-10,12,14,7,6,12,32,21,19,15,11
1359,240.0,1657,2018-07-11,21,22,11,8,21,54,22,20,1,9
1360,168.0,1659,2018-07-11,15,16,6,10,17,34,22,26,10,14
1361,0.0,1665,2018-07-13,16,17,5,11,20,52,36,9,6,13
1362,252.0,1610,2018-07-13,18,21,11,4,22,48,32,25,8,14
1363,252.0,1619,2018-07-13,26,27,13,9,29,56,41,11,3,14
1364,0.0,1664,2018-07-13,15,17,8,6,11,31,18,23,13,9
1365,0.0,1666,2018-07-13,27,27,14,9,30,61,42,11,6,17
1366,125.0,159,2018-07-16,20,24,12,13,28,53,39,24,6,10
1367,79.0,1668,2018-07-16,24,17,10,6,19,39,27,17,7,15
1368,240.0,1670,2018-07-17,21,19,8,5,18,46,35,16,9,4
1369,130.0,1672,2018-07-19,14,13,6,7,12,31,19,26,11,20
1370,125.0,1673,2018-07-20,13,7,7,4,8,27,18,32,11,13
1371,130.0,1674,2018-07-21,17,17,9,8,17,40,32,21,10,11
1372,79.0,1677,2018-07-21,16,14,8,11,17,39,25,21,10,17
1373,240.0,1678,2018-07-23,22,19,12,7,17,49,31,19,7,16
1374,79.0,1684,2018-07-24,20,22,14,11,22,46,32,17,1,18
1375,224.0,1689,2018-07-24,13,15,8,8,17,27,29,20,13,9
1376,79.0,1688,2018-07-24,18,18,8,7,15,34,25,33,11,17
1377,79.0,1693,2018-07-30,17,13,11,11,16,38,28,33,8,20
1378,168.0,1696,2018-07-31,21,22,15,4,27,60,42,7,0,17
1379,79.0,1702,2018-08-06,7,10,5,0,3,10,27,25,22,3
1380,119.0,1705,2018-08-07,16,14,8,8,17,36,18,27,11,11
1381,240.0,1707,2018-08-09,24,22,12,12,24,55,38,11,2,4
1382,240.0,1706,2018-08-09,25,25,15,7,27,56,42,14,4,2
1383,119.0,1713,2018-08-13,18,17,11,7,20,53,27,13,7,15
1384,79.0,1710,2018-08-13,25,24,13,3,15,33,31,12,3,16
1385,79.0,1711,2018-08-14,22,23,15,3,27,56,42,10,0,7
1386,79.0,1712,2018-08-14,23,18,12,6,24,50,26,17,4,15
1387,248.0,1715,2018-08-16,23,20,13,4,18,45,31,14,7,10
1388,240.0,1718,2018-08-17,14,14,4,6,10,29,20,31,12,8
1389,168.0,1719,2018-08-17,16,12,9,11,19,27,38,17,2,19
1390,79.0,1722,2018-08-19,21,20,10,6,18,46,28,12,6,9
1391,125.0,1723,2018-08-20,14,16,9,8,12,36,25,17,9,19
1392,79.0,1724,2018-08-21,13,14,7,14,18,38,15,24,11,14
1393,168.0,1728,2018-08-21,12,14,8,1,16,37,24,37,14,3
1394,130.0,1729,2018-08-22,20,19,12,10,19,44,28,22,8,24
1395,168.0,1730,2018-08-22,17,15,10,5,17,38,28,18,11,16
1396,224.0,1733,2018-08-23,23,22,15,10,26,48,30,10,2,14
1397,224.0,1734,2018-08-23,19,19,10,8,21,42,26,28,8,18
1398,119.0,1732,2018-08-24,24,19,12,7,17,39,40,18,7,17
1399,79.0,1725,2018-08-25,20,15,8,2,15,34,27,23,7,15
1400,168.0,1737,2018-08-25,18,14,10,3,17,35,28,18,10,7
1401,240.0,1738,2018-08-27,18,18,10,2,19,42,28,18,10,14
1402,240.0,1739,2018-08-27,20,20,10,3,21,47,29,15,4,10
1403,240.0,1743,2018-08-28,23,16,8,5,16,37,27,11,6,12
1404,240.0,1742,2018-08-28,17,16,10,7,19,36,24,20,12,14
1405,240.0,1744,2018-08-28,19,17,10,11,21,47,33,11,7,11
1406,79.0,1741,2018-08-28,17,8,9,0,8,34,29,26,18,17
1407,240.0,1748,2018-08-30,20,22,11,7,15,42,40,11,6,13
1408,256.0,1749,2018-08-31,20,12,10,8,18,41,23,21,15,7
1409,168.0,1752,2018-08-31,9,6,3,7,13,13,16,18,19,16
1410,79.0,1750,2018-08-31,20,16,9,1,14,26,23,9,4,8
1411,168.0,1754,2018-08-31,11,10,8,3,17,33,25,25,12,10
1412,79.0,1215,2018-09-03,22,24,14,3,29,61,40,10,2,19
1413,240.0,1755,2018-09-03,17,18,10,5,19,42,27,19,9,17
1414,79.0,1757,2018-09-03,27,24,14,10,28,60,38,9,1,7
1415,79.0,1756,2018-09-03,18,19,13,8,17,48,36,24,13,17
1416,119.0,1758,2018-09-05,22,18,13,9,25,58,37,12,9,13
1417,0.0,1760,2018-09-06,27,27,14,11,25,60,39,9,1,11
1418,79.0,1761,2018-09-07,14,12,10,8,16,36,25,31,16,13
1419,0.0,1765,2018-09-12,17,14,3,13,13,46,36,17,15,11
1420,119.0,1766,2018-09-13,22,19,12,9,19,45,42,26,7,25
1421,79.0,1768,2018-09-18,22,19,10,8,22,48,33,15,4,9
1422,79.0,1769,2018-09-21,17,18,9,9,18,42,26,19,7,17
1423,79.0,1770,2018-09-21,17,17,8,9,19,44,38,33,9,20
1424,79.0,1772,2018-09-22,16,16,9,1,15,33,26,26,6,6
1425,79.0,1524,2018-09-27,25,21,12,11,27,51,39,6,1,8
1426,79.0,1774,2018-09-27,16,19,11,4,20,38,32,22,5,5
1427,79.0,1384,2018-09-27,22,21,13,11,30,48,27,11,4,12
1428,79.0,422,2018-09-29,22,21,10,5,25,50,26,17,6,14
1429,79.0,1775,2018-09-29,24,23,13,2,25,54,33,11,1,11
1430,79.0,1776,2018-10-01,17,17,10,8,17,34,16,25,10,15
1431,79.0,1777,2018-10-01,14,8,5,10,7,30,25,10,10,16
1432,79.0,1780,2018-10-02,18,18,6,6,15,35,33,17,5,15
1433,79.0,1779,2018-10-02,19,22,11,9,19,45,33,21,5,19
1434,79.0,1778,2018-10-02,23,23,13,10,18,46,34,20,3,14
1435,130.0,1782,2018-10-03,17,17,8,5,15,39,24,25,11,15
1436,130.0,1783,2018-10-09,6,12,10,12,13,33,20,38,20,19
1437,130.0,1784,2018-10-11,17,14,10,2,16,36,32,24,13,14
1438,79.0,1527,2018-10-13,25,20,11,5,21,47,27,9,5,12
1439,119.0,1787,2018-10-15,14,18,10,9,14,37,28,27,13,18
1440,119.0,1785,2018-10-15,14,13,8,14,15,38,16,31,16,23
1441,119.0,1786,2018-10-15,16,16,7,5,18,36,37,25,10,11
1442,79.0,1789,2018-10-15,21,21,9,10,16,46,29,16,9,15
1443,119.0,1791,2018-10-19,18,17,12,3,19,47,37,23,16,6
1444,125.0,1792,2018-10-20,21,17,10,7,14,35,26,18,9,14
1445,125.0,1793,2018-10-20,17,14,6,8,20,49,25,20,11,14
1446,119.0,1794,2018-10-20,17,17,8,7,14,39,24,17,5,15
1447,119.0,1795,2018-10-20,19,10,7,9,18,46,23,27,17,21
1448,130.0,1796,2018-10-22,20,19,13,13,22,43,39,24,3,27
1449,130.0,1797,2018-10-22,14,14,6,15,16,37,15,25,16,10
1450,119.0,1798,2018-10-22,14,17,14,9,19,43,33,27,13,20
1451,258.0,1800,2018-10-23,16,11,6,5,11,33,27,21,12,12
1452,119.0,1802,2018-10-23,17,17,11,8,13,47,19,20,11,19
1453,79.0,462,2018-10-23,17,17,11,13,23,44,22,22,6,16
1454,130.0,1809,2018-10-27,18,12,3,7,14,32,27,29,16,10
1455,119.0,1810,2018-10-30,26,26,14,4,27,58,36,11,9,20
1456,224.0,1811,2018-10-30,21,22,13,12,23,49,25,21,2,9
1457,224.0,1812,2018-10-30,22,21,12,6,25,47,39,16,7,12
1458,79.0,1813,2018-10-30,24,18,11,7,25,55,31,19,3,1
1459,119.0,1817,2018-11-02,14,11,6,6,12,39,16,39,12,16
1460,240.0,1818,2018-11-05,17,20,13,10,13,37,25,13,5,8
1461,130.0,1822,2018-11-07,12,8,4,4,12,18,23,23,15,7
1462,80.0,1821,2018-11-07,13,13,8,10,9,22,20,26,11,7
1463,79.0,1349,2018-11-07,15,17,9,6,10,19,22,20,7,9
1464,79.0,1823,2018-11-07,22,23,12,7,25,46,39,11,6,9
1465,240.0,1826,2018-11-10,18,21,14,7,20,50,31,12,5,0
1466,240.0,1825,2018-11-10,15,22,13,12,23,55,33,28,8,11
1467,240.0,1827,2018-11-12,15,14,8,8,18,36,26,28,12,18
1468,130.0,1831,2018-11-16,16,14,10,10,17,36,23,21,11,20
1469,130.0,1832,2018-11-16,17,15,5,6,9,29,13,22,16,5
1470,130.0,1833,2018-11-17,15,22,12,8,19,46,28,19,7,16
1471,119.0,1834,2018-11-17,12,12,13,5,18,44,22,31,8,21
1472,168.0,1283,2018-11-17,21,16,13,1,24,45,41,11,6,15
1473,130.0,1856,2018-11-19,12,11,8,10,15,38,17,26,17,10
1474,79.0,1861,2018-11-27,18,17,9,8,19,36,27,22,10,14
1475,119.0,1862,2018-11-28,19,17,10,1,22,41,29,20,10,9
1476,324.0,1866,2018-12-01,26,23,15,9,24,49,35,10,1,21
1477,79.0,1871,2018-12-04,25,25,13,0,28,54,42,6,0,9
1478,326.0,1873,2018-12-04,15,13,5,7,17,30,17,26,11,15
1479,134.0,1876,2018-12-05,22,19,10,9,16,38,33,15,7,11
1480,342.0,1884,2018-12-07,14,13,8,5,7,29,19,16,14,15
1481,79.0,1908,2018-12-10,19,12,8,7,15,46,24,24,18,9
1482,79.0,1909,2018-12-10,22,15,10,1,18,54,30,18,11,10
1483,447.0,1958,2018-12-14,20,20,11,6,19,35,19,17,5,0
1484,79.0,1952,2018-12-14,14,15,12,6,19,37,27,12,12,18
1485,326.0,1974,2018-12-15,15,18,7,9,15,37,26,23,10,17
1486,390.0,1891,2018-12-15,23,22,11,10,23,48,34,15,2,9
1487,130.0,1978,2018-12-16,20,16,9,11,22,47,27,23,16,16
1488,130.0,2046,2018-12-18,18,14,10,1,21,35,38,7,8,12
1489,130.0,2048,2018-12-18,21,14,12,6,20,40,35,24,16,11
1490,367.0,2009,2018-12-20,16,13,8,8,15,40,20,27,12,24
1491,130.0,2091,2018-12-20,20,9,8,0,10,20,15,22,14,6
1492,238.0,2109,2018-12-21,17,14,9,11,14,37,14,13,7,21
1493,130.0,2114,2018-12-21,22,19,6,3,14,34,29,31,6,13
1494,390.0,2129,2018-12-21,23,17,10,1,14,30,24,39,12,11
1495,324.0,2135,2018-12-22,24,24,13,2,22,51,40,10,5,7
1496,390.0,2138,2018-12-22,13,11,1,7,11,36,32,31,14,13
1497,225.0,2178,2018-12-24,14,10,7,5,14,30,25,18,19,11
1498,79.0,2179,2018-12-24,18,15,9,8,20,44,26,25,12,9
1499,79.0,2180,2018-12-24,15,17,7,10,15,33,19,14,6,16
1500,79.0,2182,2018-12-24,19,18,9,13,22,57,41,31,15,16
1501,326.0,2378,2018-12-26,10,9,6,13,18,32,39,39,22,15
1502,0.0,2377,2018-12-26,25,15,15,6,23,48,29,18,9,17
1503,0.0,2456,2018-12-27,20,21,10,6,19,41,37,25,11,9
1504,390.0,2463,2018-12-27,18,21,11,6,22,44,31,23,9,17
1505,390.0,2464,2018-12-27,12,13,9,8,11,35,16,26,13,10
1506,314.0,2577,2019-01-02,16,16,8,6,12,30,24,25,12,14
1507,79.0,2605,2019-01-03,18,19,10,5,19,43,27,15,0,16
1508,390.0,2613,2019-01-03,16,12,10,11,15,36,28,28,14,18
1509,130.0,2630,2019-01-04,17,17,8,7,16,40,31,26,17,15
1510,326.0,2632,2019-01-04,25,25,15,8,26,58,42,12,3,23
1511,326.0,2633,2019-01-04,17,13,13,10,17,34,20,25,10,20
1512,326.0,2634,2019-01-04,16,14,10,7,11,32,25,21,10,13
1513,325.0,2678,2019-01-05,20,20,12,5,22,45,31,18,6,15
1514,364.0,2681,2019-01-06,17,18,10,8,19,40,26,21,10,15
1515,364.0,2682,2019-01-06,20,27,10,12,21,54,27,10,0,9
1516,0.0,2711,2019-01-08,12,17,8,7,19,41,24,24,10,16
1517,79.0,2705,2019-01-08,20,19,10,7,19,46,39,13,9,10
1518,326.0,2723,2019-01-08,21,20,11,6,22,47,35,25,8,8
1519,79.0,2706,2019-01-08,19,19,12,0,20,40,41,11,4,10
1520,79.0,2707,2019-01-08,19,14,9,0,16,29,36,18,9,9
1521,390.0,2735,2019-01-09,12,11,10,9,15,35,23,29,14,19
1522,130.0,2736,2019-01-09,21,24,13,6,23,46,31,8,7,9
1523,326.0,2766,2019-01-10,21,20,8,7,23,40,25,21,11,9
1524,79.0,2764,2019-01-14,15,11,9,8,18,38,27,26,13,14
1525,79.0,2764,2019-01-14,17,15,10,8,17,38,27,23,13,16
1526,390.0,2871,2019-01-18,13,14,5,10,14,37,28,22,12,13
1527,390.0,2872,2019-01-18,10,13,5,6,17,41,29,25,18,11
1528,79.0,2906,2019-01-21,16,19,9,14,22,45,28,26,12,12
1529,390.0,2907,2019-01-21,20,15,9,6,20,43,35,19,4,11
1530,314.0,2922,2019-01-23,22,22,13,8,19,52,40,29,5,18
1531,181.0,2927,2019-01-23,18,20,14,7,21,51,39,12,3,3
1532,326.0,2934,2019-01-24,17,18,7,9,14,38,27,20,11,14
1533,326.0,2933,2019-01-24,12,9,6,6,11,21,18,32,19,11
1534,390.0,2943,2019-01-24,14,16,5,8,12,31,34,20,9,13
1535,130.0,2956,2019-01-25,19,15,14,8,18,49,33,32,15,13
1536,326.0,2969,2019-01-28,16,18,11,11,20,40,35,26,15,20
1537,130.0,2973,2019-01-28,13,12,10,7,14,34,23,24,15,16
1538,314.0,2984,2019-01-29,23,20,10,7,22,51,34,12,6,8
1539,314.0,2985,2019-01-29,17,17,10,6,23,46,31,24,10,21
1540,314.0,2994,2019-01-30,12,13,7,9,11,31,23,30,16,20
1541,238.0,3045,2019-02-08,17,9,5,3,18,43,34,18,19,7
1542,325.0,3061,2019-02-09,15,14,7,1,17,37,30,23,9,15
1543,325.0,3060,2019-02-09,15,22,11,9,18,37,19,18,8,15
1544,79.0,3105,2019-02-12,25,21,9,7,22,57,38,18,6,16
1545,325.0,3139,2019-02-14,13,17,9,9,19,28,17,26,11,14
1546,130.0,3183,2019-02-16,14,13,5,7,14,31,29,33,17,9
1547,130.0,3184,2019-02-16,23,18,9,10,20,40,32,14,2,7
1548,0.0,3168,2019-02-16,21,19,9,5,18,42,35,26,9,14
1549,0.0,3170,2019-02-16,25,21,12,4,21,51,39,11,6,8
1550,0.0,3169,2019-02-16,15,13,13,3,17,29,30,19,11,7
1551,324.0,3193,2019-02-18,20,9,7,1,6,19,35,19,21,2
1552,79.0,3211,2019-02-18,20,21,13,5,21,45,40,15,8,12
1553,79.0,3389,2019-02-19,16,19,10,9,19,49,28,24,7,12
1554,79.0,3390,2019-02-19,22,24,10,9,23,45,26,8,3,17
1555,326.0,3417,2019-02-19,16,10,4,9,16,39,39,22,12,21
1556,130.0,3446,2019-02-21,16,16,9,8,17,38,27,23,12,29
1557,79.0,1776,2019-02-21,17,19,10,9,14,38,19,21,12,19
1558,0.0,3450,2019-02-21,22,23,14,3,19,39,31,14,7,13
1559,585.0,892,2019-02-21,11,18,6,3,15,33,18,24,12,16
1560,248.0,935,2019-02-21,17,20,11,8,19,40,17,25,2,3
1561,314.0,3489,2019-02-22,27,18,14,9,22,40,41,13,2,5
1562,252.0,3452,2019-02-25,18,15,11,5,14,37,30,18,7,11
1563,252.0,3451,2019-02-25,17,14,9,8,13,37,21,25,12,18
1564,130.0,3516,2019-02-25,14,9,7,4,8,22,20,18,23,10
1565,324.0,3514,2019-02-25,6,5,8,8,7,24,26,39,17,11
1566,321.0,3522,2019-02-25,16,15,14,8,18,39,15,25,18,7
1567,634.0,3524,2019-02-25,16,15,6,6,16,32,28,20,10,18
1568,79.0,3534,2019-02-26,22,16,7,8,19,36,26,21,11,13
1569,390.0,3542,2019-02-26,16,17,10,8,21,47,34,26,9,9
1570,79.0,3535,2019-02-26,16,15,8,7,17,37,28,19,9,10
1571,634.0,3546,2019-02-26,15,18,11,4,12,29,26,21,8,12
1572,79.0,3537,2019-02-26,25,23,11,3,19,47,37,9,6,11
1573,79.0,3536,2019-02-26,26,25,15,10,30,60,40,13,1,21
1574,252.0,3449,2019-02-27,13,15,7,8,16,38,19,24,12,15
1575,252.0,3445,2019-02-27,24,21,10,3,20,48,36,9,3,8
1576,0.0,3563,2019-02-27,18,21,9,8,16,40,25,20,9,17
1577,0.0,3571,2019-02-27,17,20,11,4,16,35,8,18,5,13
1578,326.0,3586,2019-02-28,15,11,7,10,13,34,23,24,14,20
1579,252.0,3448,2019-02-28,16,15,6,3,9,29,28,15,8,6
1580,252.0,3453,2019-02-28,16,15,9,2,16,34,26,23,10,12
1581,0.0,3564,2019-02-28,15,12,11,6,19,34,36,25,11,20
1582,326.0,3616,2019-02-28,18,17,9,1,19,43,36,14,9,8
1583,326.0,3652,2019-03-04,24,21,10,0,23,46,29,18,7,1
1584,252.0,3650,2019-03-04,20,18,11,1,9,34,23,12,12,7
1585,252.0,3646,2019-03-04,20,21,11,8,19,52,34,13,6,7
1586,252.0,3648,2019-03-04,16,25,13,4,22,51,31,11,3,8
1587,252.0,3649,2019-03-04,20,18,11,3,16,37,37,11,5,10
1588,252.0,3653,2019-03-04,20,22,15,13,25,49,31,17,6,23
1589,252.0,3653,2019-03-04,20,22,15,13,25,49,31,17,6,23
1590,252.0,3647,2019-03-04,12,14,6,5,13,26,20,27,13,18
1591,252.0,3509,2019-03-04,10,9,7,5,8,22,14,32,18,23
1592,252.0,3654,2019-03-04,22,18,11,1,23,33,35,14,6,8
1593,252.0,3655,2019-03-04,20,18,14,12,18,52,36,31,10,12
1594,252.0,3657,2019-03-04,22,23,13,8,19,42,37,15,6,24
1595,252.0,3658,2019-03-04,18,18,10,8,13,29,29,29,17,17
1596,261.0,1610,2019-03-04,16,23,13,6,20,51,36,33,11,11
1597,261.0,1619,2019-03-04,22,23,10,5,23,48,42,14,9,10
1598,261.0,1621,2019-03-04,12,20,7,9,13,30,14,15,7,13
1599,252.0,3665,2019-03-04,24,25,13,2,22,33,28,18,0,7
1600,252.0,3669,2019-03-04,16,21,11,8,21,46,22,30,6,16
1601,252.0,3668,2019-03-04,20,16,9,7,17,40,31,22,3,6
1602,252.0,3667,2019-03-04,17,18,10,6,16,39,24,26,11,14
1603,261.0,3671,2019-03-04,14,12,9,8,15,30,22,19,13,12
1604,252.0,1683,2019-03-04,17,19,11,4,16,49,33,25,11,7
1605,325.0,3674,2019-03-04,21,18,10,5,16,35,28,10,4,5
1606,252.0,3675,2019-03-04,20,17,7,0,14,38,24,17,7,11
1607,261.0,3676,2019-03-04,15,13,10,7,15,31,23,23,13,12
1608,261.0,3673,2019-03-04,14,12,3,2,5,20,15,16,10,9
1609,261.0,1616,2019-03-04,18,26,14,5,19,58,39,33,8,24
1610,261.0,3678,2019-03-04,16,18,13,9,22,51,31,20,9,17
1611,261.0,1690,2019-03-04,23,22,10,8,24,48,42,12,5,12
1612,252.0,3679,2019-03-04,21,20,8,2,17,42,28,17,5,2
1613,252.0,3680,2019-03-04,20,19,5,11,15,40,36,26,10,23
1614,252.0,1618,2019-03-04,17,15,9,12,21,43,29,29,5,24
1615,252.0,1617,2019-03-04,24,23,11,9,22,52,35,16,7,13
1616,261.0,1615,2019-03-04,17,20,13,5,17,40,29,17,9,15
1617,261.0,3681,2019-03-04,19,18,12,4,16,30,28,12,8,9
1618,0.0,3706,2019-03-05,20,17,10,8,21,42,37,25,9,20
1619,314.0,3717,2019-03-05,15,10,9,6,12,33,17,21,15,15
1620,314.0,3719,2019-03-05,14,18,7,4,18,42,31,40,19,30
1621,252.0,2870,2019-03-06,21,15,10,4,17,40,37,17,7,5
1622,130.0,3761,2019-03-07,25,21,14,7,28,57,41,18,1,20
1623,326.0,3797,2019-03-09,23,17,7,4,14,43,38,10,7,12
1624,314.0,3850,2019-03-13,18,17,14,13,17,35,23,22,10,19
1625,130.0,3855,2019-03-13,14,12,11,7,12,28,23,22,13,18
1626,130.0,3855,2019-03-14,14,12,11,7,12,28,31,22,13,18
1627,325.0,3777,2019-03-16,26,27,15,1,30,59,42,6,0,3
1628,358.0,3890,2019-03-16,22,20,9,10,24,39,25,23,10,16
1629,390.0,3892,2019-03-16,19,17,9,9,15,37,14,29,11,6
1630,673.0,3898,2019-03-18,12,11,5,4,11,37,21,28,12,14
