id,user_id,diag_student_id,created_date,self_efficacy,math_self_efficacy,in_goal_Orientation,out_goal_Orientation,learning_readiness,learning_ability,parent_communication,test_anxiety,math_anxiety,academy_relies
422,79.0,466,2017-03-10,16,12,9,6,16,36,37,26,11,11
423,130.0,467,2017-03-10,18,20,13,9,22,45,23,22,9,15
424,133.0,468,2017-03-10,25,23,11,15,21,31,22,22,16,23
425,150.0,469,2017-03-13,19,21,10,5,17,42,24,19,11,20
426,150.0,470,2017-03-13,21,23,14,8,28,55,31,10,4,10
427,170.0,471,2017-03-13,14,22,12,10,21,49,30,33,4,22
428,170.0,472,2017-03-13,21,24,10,6,24,59,26,33,10,14
429,79.0,473,2017-03-14,9,16,6,11,12,43,9,35,16,14
430,122.0,474,2017-03-14,19,16,6,8,16,39,22,29,12,17
431,122.0,475,2017-03-14,19,16,6,8,16,39,22,29,12,17
432,169.0,476,2017-03-17,18,20,10,6,19,36,23,20,10,22
433,170.0,477,2017-03-17,20,23,14,9,23,51,29,12,1,9
434,150.0,478,2017-03-17,20,23,14,9,23,51,29,12,1,9
435,170.0,480,2017-03-18,18,18,9,6,16,39,40,26,9,8
436,162.0,481,2017-03-18,24,21,14,8,26,47,40,23,3,14
437,169.0,483,2017-03-20,22,16,9,5,17,37,25,21,10,16
438,169.0,484,2017-03-20,20,20,9,12,19,50,21,14,6,7
439,169.0,485,2017-03-20,19,18,9,13,27,53,27,32,13,25
440,169.0,486,2017-03-20,17,13,7,12,17,36,28,22,14,26
441,169.0,487,2017-03-20,13,20,8,13,13,37,5,19,8,17
442,79.0,488,2017-03-21,26,24,15,3,28,62,42,8,0,3
443,133.0,482,2017-03-21,19,19,11,4,19,43,8,21,9,14
444,169.0,490,2017-03-21,24,23,11,0,24,57,34,8,3,1
445,125.0,489,2017-03-21,21,19,8,10,15,42,41,14,9,14
446,169.0,491,2017-03-22,14,12,8,5,18,36,26,30,15,16
447,169.0,492,2017-03-22,20,21,10,4,19,44,31,12,9,8
448,162.0,493,2017-03-23,25,24,11,5,21,39,27,18,6,7
449,170.0,494,2017-03-23,14,14,7,12,17,32,32,41,17,18
450,169.0,496,2017-03-24,11,14,7,8,18,35,20,27,13,13
451,162.0,497,2017-03-25,21,20,12,7,21,47,30,19,9,14
452,130.0,498,2017-03-27,18,17,9,12,17,39,22,24,8,19
453,130.0,499,2017-03-27,16,17,7,12,14,38,33,27,6,15
454,133.0,500,2017-03-27,25,25,13,6,28,59,29,9,5,23
455,169.0,501,2017-03-27,19,16,13,5,21,42,33,18,9,6
456,169.0,502,2017-03-27,13,16,8,8,17,34,24,24,14,18
457,150.0,503,2017-03-28,13,13,7,4,12,33,30,31,16,9
458,150.0,504,2017-03-28,14,13,9,7,16,32,30,27,11,13
459,130.0,505,2017-03-29,4,8,3,6,10,24,4,40,22,9
460,151.0,506,2017-03-30,14,15,7,11,23,47,26,29,12,22
461,151.0,507,2017-03-30,25,21,10,10,22,50,23,10,4,7
462,0.0,508,2017-03-31,18,12,10,4,19,41,30,12,8,18
463,0.0,509,2017-03-31,21,18,10,4,18,39,26,18,8,9
464,133.0,510,2017-04-01,26,26,14,3,28,58,41,10,1,21
465,151.0,511,2017-04-01,20,19,10,3,17,43,33,10,3,8
466,151.0,512,2017-04-03,16,13,7,2,15,31,14,15,5,11
467,151.0,513,2017-04-03,18,20,12,7,22,37,28,23,8,17
468,151.0,514,2017-04-03,19,21,8,11,18,40,20,16,11,16
469,151.0,516,2017-04-03,23,21,12,8,20,47,19,20,4,17
470,151.0,517,2017-04-03,22,19,10,6,22,50,40,18,9,15
471,151.0,515,2017-04-03,12,13,6,8,11,28,12,22,13,8
472,151.0,519,2017-04-03,18,16,10,5,19,41,28,19,9,18
473,151.0,520,2017-04-03,19,23,12,9,14,41,15,16,7,12
474,151.0,521,2017-04-03,21,20,11,9,16,35,29,18,6,16
475,151.0,518,2017-04-03,23,23,10,7,19,42,36,17,6,17
476,151.0,522,2017-04-03,22,19,10,8,19,42,22,8,9,13
477,151.0,523,2017-04-03,15,20,8,7,20,44,38,17,8,11
478,151.0,524,2017-04-03,15,13,5,14,14,44,20,32,17,21
479,151.0,525,2017-04-03,21,20,10,10,21,45,29,12,7,10
480,151.0,526,2017-04-03,14,15,7,14,21,37,32,23,14,20
481,151.0,527,2017-04-03,21,18,10,1,18,46,38,14,6,13
482,133.0,528,2017-04-05,16,18,7,11,14,36,19,30,11,17
483,152.0,531,2017-04-10,23,23,14,7,20,44,36,18,6,19
484,133.0,529,2017-04-10,19,18,6,11,16,42,18,8,10,11
485,152.0,532,2017-04-11,19,21,9,3,19,38,32,24,10,13
486,151.0,533,2017-04-11,25,25,15,10,28,59,18,12,2,1
487,169.0,534,2017-04-11,12,9,11,7,12,25,28,34,16,9
488,0.0,535,2017-04-11,22,21,14,12,18,47,22,25,12,13
489,0.0,536,2017-04-11,23,18,10,5,27,52,31,9,8,12
490,151.0,540,2017-04-13,13,16,11,8,17,42,39,28,13,17
491,151.0,541,2017-04-13,12,8,8,5,13,31,15,29,19,12
492,151.0,542,2017-04-13,9,12,6,9,7,29,22,41,21,23
493,151.0,543,2017-04-13,25,26,14,3,29,59,38,8,3,18
494,151.0,544,2017-04-13,25,27,15,3,29,45,21,6,3,15
495,150.0,545,2017-04-13,20,14,6,5,14,36,13,8,3,16
496,78.0,546,2017-04-13,16,16,13,6,17,49,29,27,1,16
497,151.0,547,2017-04-14,17,12,7,6,15,35,22,19,14,7
498,151.0,550,2017-04-14,15,17,13,2,19,43,20,31,11,13
499,151.0,549,2017-04-14,24,24,8,13,24,58,35,19,7,18
500,151.0,551,2017-04-14,5,10,10,7,15,32,21,35,15,4
501,151.0,553,2017-04-14,17,18,10,2,19,40,32,21,11,17
502,151.0,554,2017-04-14,13,15,7,9,16,39,33,27,13,18
503,151.0,552,2017-04-14,18,17,9,0,19,44,26,25,12,7
504,151.0,555,2017-04-14,17,17,8,8,20,35,26,27,11,10
505,151.0,556,2017-04-14,17,16,11,6,16,37,27,13,14,12
506,151.0,557,2017-04-14,14,18,7,7,17,42,32,22,15,8
507,151.0,558,2017-04-14,18,16,10,2,16,31,18,24,10,14
508,151.0,559,2017-04-14,20,15,7,8,21,48,39,14,17,15
509,169.0,560,2017-04-17,16,22,11,10,20,40,27,20,10,10
